Designator,Mid X,Mid Y,Rotation,Layer
C1,127.975,-90.375,0.0,top
C2,131.4,-90.35,0.0,top
D1,121.175,-93.4,270.0,top
J1,122.7,-88.05,0.0,top
J2,136.5,-89.575,0.0,top
R-led1,124.675,-93.5,270.0,top
R_scl1,129.65,-81.95,0.0,top
R_sda1,129.875,-94.3,180.0,top
U1,129.7266,-86.856,0.0,top
